CustID,Txns,Stores,AvgTxnValue,AvgTxnSize,AvgItems,MoB,PchActiveMths,PromoSales,Gender,HHOwn,HHType,HHSize,Age,Distance,Sales
CUST349,5,2,143.15,9.74,0.78,16,5,1,M,Rented,Apartment,5,28,2.4630,972.55
CUST3490,10,6,90.30,6.26,5.06,14,3,3,M,Owned,Apartment,8,32,8.4013,727.22
CUST3491,2,2,291.45,23.76,0.17,18,1,1,F,Rented,Apartment,4,35,6.1060,1117.48
CUST3492,8,7,152.90,5.47,2.43,14,7,7,F,Owned,Apartment,4,37,3.3311,753.05
CUST3493,9,9,111.10,7.44,6.35,16,3,7,F,Owned,Apartment,4,35,1.6199,941.68
CUST3494,6,1,140.35,5.99,3.43,19,3,6,F,Rented,Apartment,1,27,2.1213,1230.18
CUST3495,8,8,235.20,7.58,3.34,13,8,7,M,Rented,Apartment,3,28,2.8893,716.70
CUST3496,9,5,231.60,5.72,1.99,25,1,4,F,Owned,Flat,4,28,4.5451,1911.32
CUST3497,5,1,254.20,7.37,5.65,17,5,1,F,Rented,Apartment,4,33,9.6989,1035.94
CUST3498,10,10,121.00,3.46,1.19,14,7,4,F,Rented,Flat,2,25,7.8381,758.72
CUST3499,16,1,140.00,3.73,2.33,21,2,13,F,Rented,Apartment,2,50,5.1224,1423.55
CUST35,10,3,141.60,6.03,1.59,19,8,3,M,Owned,Apartment,2,31,3.3386,1263.51
CUST350,12,12,133.70,4.86,0.56,20,2,7,F,Rented,Apartment,1,40,2.3468,1344.31
CUST3500,13,5,112.65,2.04,0.90,15,10,2,M,Rented,Apartment,2,30,2.2415,846.99
CUST3501,9,6,259.50,10.11,4.97,13,5,2,F,Rented,Apartment,4,31,5.2710,676.58
CUST3502,9,7,129.40,10.53,4.49,14,1,9,F,Rented,Flat,3,35,8.1236,749.96
CUST3503,14,14,82.95,4.82,2.64,16,12,11,M,Rented,Apartment,1,33,13.1373,932.57
CUST3504,12,12,111.60,3.32,2.05,16,7,9,F,Owned,Flat,4,40,3.0868,907.18
CUST3505,5,3,255.35,13.29,4.93,13,3,3,F,Owned,Flat,2,39,2.0078,649.56
CUST3506,7,6,209.60,5.02,3.55,13,7,1,M,Rented,Apartment,1,29,8.1180,661.69
CUST3507,5,4,156.35,10.70,8.32,15,3,2,M,Rented,Flat,6,32,3.4990,819.80
CUST3508,2,2,319.35,11.90,8.17,12,1,1,M,Rented,Apartment,2,40,4.2614,640.64
CUST3509,9,2,188.25,11.96,4.54,18,9,3,F,Rented,Flat,4,24,5.6068,1088.16
CUST351,8,2,223.55,4.89,1.10,15,7,8,F,Rented,Flat,5,31,4.6375,856.85
CUST3510,11,5,130.80,5.32,0.22,15,10,6,F,Owned,Apartment,4,32,6.9704,887.92
CUST3511,12,9,101.80,2.80,1.69,15,5,6,F,Owned,Flat,2,21,2.0260,830.01
CUST3512,11,10,98.40,2.81,0.10,24,5,10,F,Rented,Flat,3,32,1.8558,1761.42
CUST3513,8,4,169.65,7.06,4.62,23,3,7,F,Owned,Apartment,2,31,3.6806,1686.80
CUST3514,9,2,106.30,5.75,3.02,19,9,9,M,Rented,Flat,4,24,10.7888,1227.33
CUST3515,12,8,71.45,2.71,0.68,13,5,12,M,Owned,Apartment,1,47,4.7276,684.60
CUST3516,4,3,207.60,9.07,5.45,12,4,1,M,Owned,Flat,3,41,10.5207,637.29
CUST3517,8,4,200.85,1.81,0.65,16,8,5,M,Owned,Apartment,4,35,1.1067,951.78
CUST3518,12,6,76.90,5.89,0.92,20,1,10,F,Rented,Apartment,2,36,3.4653,1330.73
CUST3519,10,4,65.30,2.51,1.44,20,4,9,F,Rented,Apartment,6,23,5.8551,1324.66
CUST352,11,3,142.10,1.03,0.26,20,6,3,F,Owned,Apartment,3,32,3.4166,1294.32
CUST3520,9,6,151.75,10.94,3.62,21,5,6,F,Rented,Flat,2,31,3.1851,1440.96
CUST3521,10,4,109.70,3.30,2.81,19,10,4,M,Rented,Apartment,1,33,3.8113,1210.16
CUST3522,11,3,104.80,6.83,2.55,17,7,4,M,Rented,Flat,3,32,4.6841,1025.54
CUST3523,8,6,202.80,2.92,0.74,16,8,6,F,Rented,Apartment,1,34,4.7165,957.94
CUST3524,12,9,156.95,6.17,0.05,27,7,5,F,Rented,Flat,4,30,4.5354,2215.42
CUST3525,8,3,183.25,8.88,2.98,16,5,8,F,Owned,Flat,2,29,2.8874,926.00
CUST3526,3,2,181.50,5.42,0.31,19,1,2,F,Owned,Flat,2,44,7.4005,1216.81
CUST3527,9,6,227.70,3.28,1.16,21,5,3,F,Owned,Flat,3,35,0.5429,1454.83
CUST3528,10,8,151.20,2.59,1.26,21,4,10,F,Rented,Apartment,3,24,1.1481,1456.22
CUST3529,7,3,162.50,7.57,1.30,14,7,3,M,Rented,Apartment,1,29,0.6490,778.04
CUST353,11,7,131.75,1.68,0.58,19,6,8,M,Owned,Apartment,4,34,8.4522,1210.27
CUST3530,11,1,111.80,5.78,1.78,15,11,2,F,Rented,Apartment,3,30,6.7284,866.20
CUST3531,14,10,99.65,4.25,0.78,22,2,7,F,Owned,Flat,3,25,5.2930,1572.15
CUST3532,8,2,159.20,8.42,2.41,14,2,4,F,Rented,Apartment,3,23,4.1652,782.41
CUST3533,11,5,85.50,4.20,3.47,18,2,6,M,Rented,Apartment,4,25,4.7926,1151.33
CUST3534,10,1,121.40,3.56,2.91,18,7,6,F,Rented,Flat,2,33,1.9532,1132.43
CUST3535,12,3,84.10,2.69,1.99,14,12,12,F,Rented,Flat,2,28,2.1563,743.22
CUST3536,10,8,165.25,3.16,1.30,17,8,2,M,Rented,Apartment,1,35,1.3609,1034.08
CUST3537,13,5,114.70,3.88,1.50,14,2,6,M,Owned,Apartment,2,37,0.8736,740.73
CUST3538,10,9,176.35,4.08,0.42,21,7,8,F,Rented,Apartment,3,26,4.0081,1450.17
CUST3539,6,6,171.60,9.01,5.64,21,3,6,M,Owned,Apartment,6,31,5.1154,1479.05
CUST354,9,5,148.15,10.18,4.79,18,8,7,M,Owned,Apartment,3,35,6.1014,1086.69
CUST3540,7,6,200.40,10.20,4.82,15,3,2,M,Rented,Apartment,3,34,2.8704,833.50
CUST3541,7,5,256.90,4.91,2.58,14,3,7,F,Owned,Apartment,3,32,2.3051,796.56
CUST3542,8,7,147.50,3.84,1.26,24,1,3,F,Owned,Apartment,4,39,2.7026,1786.81
CUST3543,7,5,254.35,7.08,5.99,21,2,1,M,Owned,Flat,4,35,12.8268,1454.70
CUST3544,6,4,121.90,4.67,2.25,17,3,3,M,Rented,Apartment,1,27,2.6618,1029.27
CUST3545,11,6,165.15,6.13,3.70,16,2,9,M,Owned,Apartment,4,22,1.9768,944.80
CUST3546,8,3,135.65,7.80,2.55,13,3,4,M,Rented,Apartment,5,29,3.8122,667.31
CUST3547,10,3,84.75,6.94,0.73,28,4,3,F,Rented,Flat,4,33,4.5708,2335.15
CUST3548,11,3,115.95,5.03,0.80,16,4,10,M,Owned,Apartment,1,27,0.1061,1014.17
CUST3549,10,7,91.20,3.33,2.68,18,9,2,F,Rented,Flat,4,34,4.2700,1097.72
CUST355,11,11,85.25,3.79,0.69,17,4,1,F,Rented,Apartment,2,38,2.7534,1008.40
CUST3550,9,2,212.40,7.33,1.22,15,5,2,M,Rented,Apartment,3,27,5.5748,858.39
CUST3551,11,1,114.50,4.94,0.98,14,3,6,F,Owned,Apartment,4,39,6.2519,752.99
CUST3552,12,8,126.70,4.06,2.12,19,9,8,F,Owned,Flat,1,32,11.0352,1169.43
CUST3553,12,9,69.85,6.92,1.97,16,5,1,F,Rented,Apartment,3,33,3.3510,883.59
CUST3554,6,3,188.00,6.53,4.05,17,2,2,M,Rented,Apartment,2,30,2.5016,1028.26
CUST3555,11,4,8.00,7.19,2.55,19,11,9,F,Owned,Apartment,2,33,1.8728,1153.90
CUST3556,5,5,228.85,7.32,1.36,15,3,5,F,Rented,Flat,3,29,2.1538,888.91
CUST3557,4,4,185.95,9.35,6.75,16,3,4,F,Owned,Flat,6,30,4.5603,932.67
CUST3558,10,5,113.40,5.53,2.62,16,6,8,M,Rented,Apartment,1,28,2.4534,895.93
CUST3559,11,10,113.20,3.02,2.41,21,2,7,F,Owned,Flat,1,33,4.8103,1456.73
CUST356,4,3,203.90,10.05,4.20,16,2,3,M,Owned,Flat,1,33,6.2058,935.68
CUST3560,11,8,139.05,2.73,1.27,16,10,4,F,Owned,Apartment,2,32,13.8682,889.15
CUST3561,13,11,144.40,2.90,1.37,31,10,5,F,Rented,Apartment,5,36,0.6065,2860.39
CUST3562,14,7,123.30,4.35,0.04,18,8,13,M,Owned,Apartment,3,37,2.6647,1137.63
CUST3563,6,6,179.15,5.24,1.96,15,1,3,F,Rented,Apartment,3,41,5.7077,865.49
CUST3564,7,5,144.85,4.83,3.55,14,3,2,M,Rented,Apartment,1,37,11.6471,816.75
CUST3565,6,1,182.90,7.04,6.27,16,6,2,M,Owned,Apartment,3,22,9.5798,927.19
CUST3566,15,3,67.65,2.21,0.58,20,6,10,F,Rented,Flat,6,37,3.6309,1336.49
CUST3567,10,4,88.80,4.06,3.91,17,7,6,F,Rented,Flat,3,30,12.4245,1036.81
CUST3568,6,3,222.40,7.37,2.20,13,4,6,F,Rented,Apartment,3,26,8.0801,708.58
CUST3569,12,5,134.10,5.47,2.69,16,12,5,F,Rented,Apartment,3,30,2.5511,935.06
CUST357,7,6,121.80,6.22,2.20,18,4,1,F,Rented,Flat,5,31,6.7859,1083.28
CUST3570,10,1,95.75,3.45,0.38,19,10,7,F,Owned,Apartment,4,35,5.2426,1190.60
CUST3571,9,1,204.00,12.35,0.19,19,6,3,F,Owned,Apartment,1,28,0.8547,1239.92
CUST3572,6,5,141.90,13.80,10.92,16,6,1,F,Rented,Flat,2,39,9.4696,950.91
CUST3573,11,7,110.05,3.69,1.75,14,5,10,F,Owned,Apartment,2,31,5.0763,781.95
CUST3574,13,5,86.40,3.49,2.36,16,1,9,M,Rented,Apartment,1,28,1.9413,925.57
CUST3575,12,5,169.20,1.88,0.60,16,7,3,F,Rented,Apartment,4,28,3.1029,966.12
CUST3576,7,6,168.35,4.26,3.92,20,6,4,M,Rented,Apartment,1,25,7.0099,1343.92
CUST3577,9,9,183.00,6.46,5.78,17,2,8,F,Rented,Apartment,4,42,4.7504,1002.98
CUST3578,10,9,191.30,4.16,2.89,14,10,8,M,Rented,Apartment,2,35,8.0004,771.74
CUST3579,5,3,180.15,8.63,0.72,13,4,3,M,Rented,Flat,3,39,8.0562,672.43
CUST358,7,2,125.50,7.07,3.01,14,5,7,F,Rented,Flat,2,26,5.9105,753.35
CUST3580,9,1,256.65,3.83,0.37,17,3,1,F,Owned,Apartment,5,35,4.1536,1032.74
CUST3581,11,2,118.70,5.84,3.48,14,7,11,F,Rented,Apartment,3,51,2.3915,796.28
CUST3582,7,1,191.10,3.80,1.18,22,3,7,M,Rented,Flat,4,35,10.5211,1574.10
CUST3583,8,6,237.30,4.63,1.30,15,2,6,M,Rented,Apartment,4,28,14.7330,800.41
CUST3584,11,9,123.30,6.45,1.19,17,8,5,F,Rented,Flat,1,33,2.6635,994.09
CUST3585,9,4,212.15,4.02,1.05,19,5,1,F,Rented,Apartment,2,38,1.6936,1220.56
CUST3586,9,4,173.80,3.11,2.20,14,8,2,F,Owned,Apartment,3,37,4.2265,744.80
CUST3587,10,10,115.85,3.50,0.38,24,6,3,F,Rented,Flat,2,29,6.0626,1780.36
CUST3588,12,11,72.90,2.27,0.05,16,9,10,F,Rented,Apartment,1,32,0.6529,966.55
CUST3589,16,5,123.95,4.71,0.39,13,5,15,F,Rented,Apartment,3,38,0.7371,699.14
CUST359,8,8,130.30,7.68,5.90,15,1,4,M,Rented,Apartment,7,40,17.8068,837.22
CUST3590,9,9,165.80,11.55,4.66,16,3,2,M,Owned,Apartment,2,30,3.3985,962.33
CUST3591,11,10,94.95,7.21,6.51,20,3,8,F,Rented,Apartment,4,31,8.7845,1302.46
CUST3592,6,3,171.90,11.15,6.13,19,3,3,M,Rented,Apartment,3,36,3.7293,1204.31
CUST3593,8,5,230.95,13.30,0.55,15,6,4,F,Owned,Apartment,3,40,8.1389,815.67
CUST3594,7,2,239.15,8.52,5.09,24,7,4,M,Rented,Apartment,2,28,3.2266,1797.92
CUST3595,8,8,189.60,9.01,2.38,18,5,8,M,Owned,Apartment,3,28,5.7289,1122.01
CUST3596,12,6,93.35,7.75,5.08,16,12,2,F,Owned,Apartment,5,28,5.3355,907.97
CUST3597,14,10,140.35,3.86,0.98,16,9,12,M,Rented,Flat,3,48,3.0743,965.08
CUST3598,13,4,80.65,1.23,0.24,20,8,4,F,Rented,Apartment,3,39,6.2825,1324.70
CUST3599,11,9,105.10,1.87,0.26,14,9,5,F,Owned,Apartment,3,31,1.2076,795.44
CUST36,11,2,104.95,2.70,0.09,21,7,2,F,Rented,Apartment,5,26,6.5630,1446.18
CUST360,12,10,123.30,7.04,6.03,14,2,8,F,Rented,Apartment,2,38,3.9006,775.57
CUST3600,8,8,192.55,7.92,3.69,13,3,7,F,Rented,Apartment,3,34,2.5855,707.76
CUST3601,6,3,154.20,6.57,1.30,17,6,3,M,Owned,Apartment,4,35,3.0806,1039.71
CUST3602,9,2,104.45,6.43,2.70,15,2,3,F,Rented,Apartment,1,29,6.2445,816.73
CUST3603,14,2,95.80,4.59,3.97,13,10,3,F,Owned,Apartment,5,33,5.3823,645.50
CUST3604,9,4,216.05,8.72,4.05,20,8,7,F,Rented,Apartment,3,33,10.2705,1323.94
CUST3605,5,4,192.05,8.16,3.88,18,3,1,F,Rented,Flat,3,29,5.3675,1157.51
CUST3606,9,1,227.80,6.30,4.62,13,7,2,M,Rented,Flat,6,30,0.9062,699.57
CUST3607,14,5,73.60,5.54,4.15,22,12,10,F,Rented,Apartment,3,44,1.6469,1527.93
CUST3608,5,4,165.80,2.51,0.15,14,2,1,M,Rented,Apartment,1,37,6.2971,776.79
CUST3609,8,6,209.85,7.41,4.29,17,4,8,M,Rented,Flat,4,30,8.8104,1037.19
CUST361,8,4,193.50,6.51,2.23,18,8,1,M,Rented,Apartment,2,28,6.6601,1093.92
CUST3610,8,6,207.40,6.65,1.71,18,1,4,F,Owned,Flat,2,28,7.1320,1132.98
CUST3611,8,5,249.00,8.13,4.20,15,2,8,F,Rented,Apartment,2,28,6.9294,891.58
CUST3612,8,7,126.15,4.80,0.04,14,8,3,M,Owned,Apartment,4,28,9.1973,750.87
CUST3613,7,1,141.60,12.79,0.02,15,7,5,M,Owned,Apartment,1,31,4.2715,864.49
CUST3614,12,8,78.35,2.55,1.22,13,3,3,F,Owned,Apartment,3,41,3.5343,664.60
CUST3615,6,3,160.20,5.40,2.32,18,2,3,M,Owned,Apartment,2,29,7.4897,1090.37
CUST3616,8,4,269.85,5.95,0.85,14,1,2,M,Rented,Flat,4,37,2.4288,762.12
CUST3617,10,3,82.90,3.15,2.69,14,5,5,M,Owned,Flat,5,29,5.6065,773.39
CUST3618,9,8,168.15,8.30,2.15,25,4,5,F,Owned,Apartment,3,45,9.2187,1949.08
CUST3619,9,1,155.30,4.73,2.31,21,7,4,F,Owned,Apartment,3,27,2.9700,1441.83
CUST362,7,3,257.10,5.89,4.01,14,3,2,F,Rented,Apartment,2,28,1.4484,767.30
CUST3620,4,4,99.15,5.38,0.67,14,2,4,F,Rented,Apartment,3,30,10.4046,715.81
CUST3621,10,5,36.30,10.40,2.33,17,6,7,F,Rented,Flat,2,27,1.5725,1003.77
CUST3622,13,13,50.95,2.02,0.99,17,7,13,M,Owned,Flat,3,26,7.0952,1028.65
CUST3623,8,3,160.10,3.34,2.70,14,1,4,F,Rented,Flat,3,26,9.8328,725.55
CUST3624,10,2,109.40,3.87,2.67,18,4,4,F,Owned,Flat,1,30,3.8518,1096.74
CUST3625,11,9,105.15,4.31,3.22,17,9,11,F,Rented,Apartment,2,32,5.8884,990.80
CUST3626,7,3,272.60,6.90,1.29,16,3,3,F,Rented,Apartment,2,28,6.1774,946.85
CUST3627,9,7,231.65,6.54,2.06,14,4,1,M,Rented,Flat,2,29,6.0842,793.45
CUST3628,8,8,180.90,6.06,2.58,18,7,4,M,Owned,Apartment,1,40,8.5822,1116.24
CUST3629,8,8,212.55,10.92,2.92,18,4,8,F,Owned,Apartment,3,36,3.8470,1086.57
CUST363,13,2,87.50,3.95,0.87,16,3,10,M,Owned,Flat,1,38,1.9361,936.55
CUST3630,8,6,220.70,9.26,6.85,15,6,8,F,Rented,Apartment,2,27,1.3819,885.73
CUST3631,11,11,107.40,2.44,0.30,15,10,9,M,Owned,Apartment,4,45,3.6987,822.98
CUST3632,9,6,94.70,7.60,1.99,14,9,1,F,Rented,Apartment,4,34,1.2217,795.24
CUST3633,9,8,150.20,2.90,0.91,19,7,8,M,Rented,Apartment,2,34,1.1838,1229.81
CUST3634,13,5,69.95,4.77,3.37,20,1,2,M,Owned,Flat,5,32,9.2761,1310.31
CUST3635,8,8,155.00,4.40,3.21,14,7,1,F,Owned,Apartment,2,37,0.6291,789.88
CUST3636,6,4,128.70,4.63,2.25,20,6,2,F,Rented,Apartment,3,34,6.0271,1342.95
CUST3637,7,4,269.30,2.59,1.22,15,1,1,F,Rented,Apartment,1,34,10.7937,890.75
CUST3638,9,9,215.60,5.38,4.79,22,5,8,M,Rented,Flat,4,30,10.5938,1585.65
CUST3639,9,9,160.90,3.28,1.67,23,2,3,F,Rented,Flat,2,24,6.1417,1637.56
CUST364,7,1,202.40,5.52,2.20,17,3,6,F,Rented,Apartment,2,33,5.3077,1050.94
CUST3640,10,5,104.90,5.23,1.12,14,3,3,M,Owned,Apartment,3,33,5.0723,765.77
CUST3641,8,3,150.50,10.47,9.58,20,2,3,F,Rented,Apartment,2,30,5.4098,1298.64
CUST3642,3,3,159.55,7.70,5.88,21,1,1,F,Owned,Apartment,1,32,8.3868,1434.02
CUST3643,11,10,71.65,5.76,3.92,13,4,5,M,Rented,Apartment,4,35,10.1681,658.29
CUST3644,11,11,109.35,2.65,0.05,22,2,8,M,Rented,Apartment,2,34,4.9614,1579.93
CUST3645,9,7,246.45,10.28,3.41,16,1,2,M,Rented,Flat,4,28,10.1635,892.22
CUST3646,13,11,119.45,2.16,1.54,14,6,6,F,Owned,Apartment,7,30,2.3422,748.56
CUST3647,13,1,89.45,4.87,3.98,15,5,9,M,Owned,Flat,5,31,5.7706,863.26
CUST3648,10,2,191.35,3.65,1.44,18,6,4,F,Rented,Flat,5,41,6.8196,1098.46
CUST3649,12,8,79.60,5.61,0.88,18,10,2,F,Rented,Apartment,4,35,3.7820,1090.24
CUST365,9,6,193.55,2.92,0.30,15,6,9,M,Rented,Flat,1,24,1.2663,804.15
CUST3650,10,3,54.00,5.42,2.22,15,6,5,M,Rented,Apartment,2,34,4.6138,806.77
CUST3651,15,15,76.70,3.75,2.91,15,3,12,M,Owned,Flat,1,29,3.0352,817.52
CUST3652,8,5,141.40,6.34,0.19,14,1,6,F,Rented,Apartment,4,30,2.0803,776.71
CUST3653,7,3,137.40,5.05,4.29,15,4,3,M,Rented,Apartment,1,32,6.5665,858.90
CUST3654,10,6,103.90,6.29,4.00,17,8,6,M,Rented,Apartment,2,38,2.1158,1009.88
CUST3655,13,6,80.75,1.05,0.73,19,5,9,M,Rented,Apartment,2,28,12.8191,1194.71
CUST3656,14,12,151.00,3.73,0.70,15,1,11,M,Owned,Apartment,3,34,2.3560,832.46
CUST3657,10,6,99.50,3.60,1.13,14,2,8,F,Owned,Apartment,3,35,5.5577,773.47
CUST3658,6,4,151.40,2.17,0.01,17,2,5,M,Rented,Flat,2,29,5.9280,1026.51
CUST3659,8,8,205.80,8.82,2.40,14,5,2,F,Rented,Apartment,1,35,2.1818,795.30
CUST366,8,7,186.15,7.29,0.02,18,3,7,F,Owned,Apartment,3,34,8.1456,1096.51
CUST3660,10,8,103.30,3.04,2.17,22,1,4,M,Rented,Flat,3,28,2.8406,1570.74
CUST3661,7,1,188.55,10.21,0.57,16,5,7,M,Rented,Apartment,3,34,2.1128,998.91
CUST3662,5,3,173.50,16.41,1.66,18,4,3,F,Rented,Flat,3,29,8.7325,1134.88
CUST3663,8,8,181.20,3.13,2.61,30,8,5,F,Rented,Flat,3,33,5.8484,2710.50
CUST3664,10,2,125.80,4.43,0.91,22,8,6,F,Rented,Apartment,4,35,6.8218,1558.67
CUST3665,6,6,176.70,6.95,1.99,18,5,5,M,Rented,Apartment,1,27,5.4362,1113.07
CUST3666,12,4,100.45,4.03,2.25,15,3,7,M,Rented,Apartment,2,41,8.2179,841.31
CUST3667,5,2,191.50,10.96,6.79,18,4,4,F,Rented,Apartment,2,29,6.2768,1155.59
CUST3668,11,8,160.25,2.98,1.37,21,2,9,F,Rented,Apartment,1,28,14.0420,1466.03
CUST3669,8,8,171.85,6.11,5.15,17,4,6,M,Owned,Flat,5,48,1.1820,1047.03
CUST367,8,7,229.45,6.30,4.38,15,1,1,M,Owned,Apartment,3,37,1.5187,873.44
CUST3670,5,1,217.60,4.08,0.11,18,5,5,F,Owned,Flat,3,29,2.2725,1123.01
CUST3671,10,10,87.50,2.16,0.80,12,2,6,F,Owned,Apartment,4,34,0.2927,618.74
CUST3672,13,7,117.45,4.23,3.28,16,5,2,M,Owned,Apartment,2,40,8.6058,902.81
CUST3673,17,17,129.25,3.42,0.64,19,6,14,F,Rented,Flat,1,24,3.8578,1211.51
CUST3674,12,3,85.65,3.38,0.51,14,6,3,F,Rented,Apartment,2,44,1.3406,741.82
CUST3675,13,6,117.30,7.45,5.25,13,4,2,M,Rented,Apartment,4,34,8.2879,670.09
CUST3676,10,10,117.75,11.08,8.20,18,3,2,F,Rented,Apartment,2,31,2.8380,1095.14
CUST3677,9,2,164.65,5.24,3.39,16,2,3,M,Rented,Flat,6,37,1.6628,964.24
CUST3678,7,6,184.30,4.86,1.28,23,3,1,F,Owned,Apartment,2,30,3.7955,1712.83
CUST3679,11,5,175.00,1.91,0.34,17,7,11,F,Owned,Apartment,4,25,10.0444,954.03
CUST368,10,1,134.00,6.44,0.26,13,5,10,M,Rented,Apartment,3,34,6.2801,691.94
CUST3680,8,1,248.40,7.81,1.77,15,7,2,M,Rented,Apartment,5,27,9.2096,858.42
CUST3681,9,4,134.45,7.30,5.28,19,7,3,F,Rented,Apartment,2,23,9.0802,1193.87
CUST3682,6,3,215.80,11.53,7.68,14,5,2,M,Owned,Apartment,2,30,3.0590,775.65
CUST3683,10,7,89.20,2.31,1.87,21,8,2,F,Rented,Apartment,5,34,2.9369,1409.15
CUST3684,8,8,157.10,8.38,3.95,19,7,5,M,Owned,Apartment,4,24,5.9415,1196.47
CUST3685,10,1,97.70,6.46,2.86,17,4,5,F,Owned,Apartment,3,32,1.6638,1000.07
CUST3686,11,7,143.10,2.43,1.57,18,2,1,F,Rented,Apartment,3,26,6.0557,1127.17
CUST3687,12,1,82.75,1.89,0.53,14,6,7,F,Rented,Flat,5,35,3.1534,732.98
CUST3688,11,10,131.15,2.75,0.15,15,6,10,F,Rented,Apartment,2,29,1.8004,854.58
CUST3689,6,5,287.80,8.16,6.40,14,6,1,F,Owned,Apartment,4,32,1.6864,789.87
CUST369,5,3,161.45,8.96,5.16,18,2,1,M,Rented,Apartment,2,39,2.8018,1090.58
CUST3690,10,3,97.00,2.45,0.35,18,2,9,M,Owned,Apartment,2,32,10.0256,1121.58
CUST3691,10,2,57.85,5.90,3.97,27,4,3,F,Owned,Apartment,3,23,14.0571,2195.86
CUST3692,11,11,156.00,2.68,1.55,14,5,10,F,Rented,Apartment,3,28,3.4591,792.07
CUST3693,8,2,171.65,4.43,2.40,18,6,6,F,Rented,Apartment,7,42,4.9064,1160.68
CUST3694,14,11,100.70,5.29,1.56,17,10,11,M,Owned,Apartment,3,26,2.6958,1018.03
CUST3695,14,1,191.95,5.63,1.96,20,1,4,M,Rented,Flat,4,25,6.8457,1311.93
CUST3696,13,13,142.25,5.84,2.70,16,4,2,F,Owned,Flat,1,30,10.0351,950.11
CUST3697,9,8,105.65,8.66,5.76,14,4,1,M,Rented,Apartment,3,26,1.0827,798.38
CUST3698,12,3,95.80,5.37,2.33,19,2,7,M,Owned,Flat,3,28,2.9733,1212.78
CUST3699,12,5,109.65,4.31,3.72,14,3,8,M,Owned,Apartment,3,28,0.3192,802.76
CUST37,11,4,108.40,4.64,3.70,22,9,1,F,Rented,Flat,1,31,5.9242,1498.62
CUST370,6,2,263.15,3.51,0.05,17,2,3,F,Rented,Flat,3,24,3.6969,1021.92
CUST3700,11,4,82.70,3.68,2.85,19,8,10,M,Owned,Flat,2,31,5.5201,1182.79
CUST3701,8,8,175.60,6.81,2.87,20,2,1,M,Owned,Apartment,2,28,4.3692,1308.81
CUST3702,12,12,72.55,3.82,1.51,15,3,2,M,Rented,Apartment,1,28,3.6572,818.17
CUST3703,13,9,68.35,4.81,1.08,14,11,10,F,Owned,Apartment,2,29,7.5332,749.07
CUST3704,9,3,199.10,8.85,0.60,16,3,6,F,Rented,Apartment,3,43,2.3168,929.43
CUST3705,11,2,66.60,3.52,2.42,23,11,8,F,Rented,Flat,7,28,0.6233,1666.28
CUST3706,11,8,44.35,5.45,3.05,19,7,5,M,Owned,Apartment,3,35,9.7231,1173.53
CUST3707,7,5,179.80,7.71,3.05,17,5,3,M,Rented,Flat,2,34,5.7056,1008.15
CUST3708,11,5,116.00,9.71,8.64,19,7,5,F,Rented,Apartment,2,35,2.6447,1219.26
CUST3709,6,1,223.40,5.02,2.41,14,4,2,F,Owned,Flat,1,40,2.9709,779.29
CUST371,10,8,37.90,3.17,0.29,17,9,2,F,Rented,Apartment,3,24,5.2268,993.54
CUST3710,7,4,215.10,5.41,2.02,18,5,2,F,Rented,Apartment,3,27,1.0508,1112.71
CUST3711,7,6,298.20,9.04,7.27,18,1,4,F,Rented,Apartment,2,36,0.7892,1127.24
CUST3712,9,9,175.75,4.54,3.66,17,6,8,M,Rented,Apartment,4,33,1.4547,968.11
CUST3713,11,8,107.50,5.68,1.36,13,2,7,F,Owned,Apartment,4,31,3.1959,668.50
CUST3714,11,9,137.40,3.40,2.48,20,4,7,M,Owned,Flat,3,31,1.7223,1369.50
CUST3715,7,7,205.50,6.29,2.11,14,4,2,F,Rented,Flat,6,28,1.0387,760.43
CUST3716,4,4,209.70,2.84,1.27,21,2,3,M,Owned,Apartment,2,30,3.7114,1456.01
CUST3717,9,4,131.45,3.99,2.08,23,9,3,F,Rented,Apartment,4,29,1.4643,1722.29
CUST3718,8,5,203.20,3.89,2.16,18,7,6,M,Owned,Apartment,1,29,1.2183,1165.11
CUST3719,7,1,142.65,9.34,6.55,20,7,7,M,Owned,Apartment,2,39,13.0884,1326.18
CUST372,6,3,178.80,6.70,2.39,16,6,6,M,Rented,Apartment,3,36,5.1571,917.83
CUST3720,5,3,262.55,7.15,2.28,25,4,2,M,Owned,Apartment,2,30,9.1140,1958.60
CUST3721,12,10,73.00,3.49,2.64,12,6,6,F,Owned,Apartment,2,26,8.3677,612.20
CUST3722,14,10,121.00,2.76,0.52,15,10,12,M,Rented,Flat,2,48,2.2032,822.18
CUST3723,9,1,203.40,8.23,7.92,28,8,3,F,Rented,Apartment,3,28,2.5651,2368.93
CUST3724,10,4,101.45,5.70,1.28,18,1,4,F,Rented,Flat,1,41,8.1067,1062.06
CUST3725,6,3,136.45,4.96,0.70,20,3,6,F,Rented,Apartment,1,24,1.3058,1329.59
CUST3726,17,9,58.40,6.64,3.47,13,12,8,M,Rented,Apartment,4,36,8.1858,682.31
CUST3727,15,4,138.80,2.45,1.10,19,12,14,F,Owned,Flat,6,33,8.5410,1172.44
CUST3728,9,3,161.95,8.86,5.31,19,9,1,M,Owned,Flat,1,28,6.3719,1224.86
CUST3729,7,3,233.75,4.38,2.12,14,1,2,F,Rented,Apartment,4,24,2.0527,759.95
